id,text,polarization,political,racial/ethnic,religious,gender/sexual,other
rus_3d8cc0e6e2f24b1ace527148742a218a,Что ж вы хотели? Это результат воспитания нации в духе нацизма - нация по их понятиям должна быть чистая  поэтому избавляются от не здоровых. В итоге дойдут до больных ОРВИ и насморка. Просто НЕЛЮДИ. Относится не ко всем украинцам  а только к поддерживающим вышесказаное.,1,1,1,0,0,0
rus_3da0544f39f6fef708bb7b110e476a58,"Смотрю на озоне наборы для покраски яиц 

Хотя вообще кажется у меня даже дома были пищевые красители... 

Да капец мне даже девать эти яйца некуда 😭 

Настроение покрасить все ближе к работе и таскать на работу (главное напоминать себе что я атеист  да)",0,0,0,0,0,0
rus_3daf14007723d14f5736c939dea9c825,Просто обычная логика. Россияне  они же лаптеногие и ватники. Вы ведёте войну против нас более 10-ти лет. Так вот. Если бы мы во вторую мировую не были на вашей стороне  то вы бы сосали член Геббельса и стояли раком  широко раздвинув жопу  перед Гитлером. Тоже мне победители!,1,1,0,0,0,0
rus_3ddeea073c4365e762da5ebc2bed009c,"Губер Новосиб обл. Травников: анализ тестов будет увеличен в 15 раз до 800/сутки. Т.е. до этого делали всего 53 теста. Всё списывали на пневмонию. СМИ выложили  что проведено почти 200 000 тестов. При этом ""Вектор"" должен был начать делать 3770 дней или 10 лет назад  в 2010 году.",0,0,0,0,0,0
rus_3de1e3b235bfe2108810bcb561fbf6fa,БЛЯЯЯЯЯЯЯТЬ   Я ЧУВСТВУЮ   ЧТО Я МОГУ ПРЯМО СЕЙЧАС ПОЦЕЛОВАТЬ КРАША НУ ПРЯМ Я УЖЕ ПСИХУЮ   ЕСЛИ БЫ НЕ БЫЛО ВИРУСА ЭХХХХХХХ #лгбт,0,0,0,0,0,0
rus_3df4cbadbe312dedcd415b00baffdae4,#Лукашевич: К сожалению  в ряде государств-участников ОБСЕ потворство расизму  неонацизму и агрессивному национализму процветает и без смертоносных эпидемий или других «обычных» поводов,0,0,0,0,0,0
rus_3e08883b9bba6932c8fd9cacae88fd66,Вчера говорил с родстенниками из Минска. Говорят всё спокойно  тишина  никакого карантина. На работу все как обычно ездят и вообще),0,0,0,0,0,0
rus_3e2203b738fe2e4f0970468f8d2ea9b1,Они не нарушают режим самоизоляции  в отличии от Альянса врачей передавших медзащиту своим коллегам  у которых путен отобрал и оборудование  и технику  и маски для отправки в Сербию?!,1,1,0,0,0,0
rus_3e307e887d40c6aef647b04d2e1b05f5,"я ненавижу ислам 
и в принципе религии
очень сочувствую тебе  держись",1,0,0,1,0,0
rus_3e522b1070cf6433ca9ea7525e0d853a,Сейчас увидела статью  что у повышенный риск заражения у лгбт+  и блять  они серьёзно что ли  каждый человек может заразиться  вирус не будет устраивать собеседование и после сортировку,0,0,0,0,0,0
rus_3e62fd4db757b7f04ffa4f84706e37aa,Новое руководство Сирии ставит шариат в центр политики: полиция обучается исламским ценностям  религиозные убеждения новобранцев проверяются. #Сирия #шариат #политика t.me/ejdailyru,0,0,0,0,0,0
rus_3e95d0e2ccf4360738e7dca8f46e2c0c,Мужчины почти в два раза чаще женщин болеют коронавирусной инфекцией  заявили в российском Минздраве. #хуемразь #привилегии,0,0,0,0,0,0
rus_3eba726457bc1b42f0385b4964e9674b,"США вводят визовые санкции в отношении Мигеля Диас-Канеля и ещё ряда кубинских чиновников  -  сообщил госсекретарь США Марко Рубио.

Он обвинил власти Кубы в «жестокости» к народу.",0,0,0,0,0,0
rus_3ebb3feda068fbb8a303492f549efc27,"Я вам говорил.
Эти суки дохнуть совсем не собираются.
Дохнуть в их планах будут простиюые евреи.",1,0,1,0,0,0
rus_3ebf6189f9d219484e5802bb77f57845,@USER Юун янки путин монгол байтугай оросоо ши даргад бэлэглэчихсэн бхддаа,0,0,0,0,0,0
rus_3f0cbafc625829224f74e2763dfacfaf,"Минск опроверг сообщения российских СМИ о ""первых смертях"" от COVID-19 в стране",0,0,0,0,0,0
rus_3f20d4ba989a953b3096f00f1aa0a744,"Глава МИД Чехии Ян Липавский  напомнил  что Россия не захватила Украину за три дня или три года  а к переговорам ее вынудили поддержка Киева  санкции и мужество украинцев.  

"" Гос границы нельзя менять с помощью давления и шантажа. Кто станет членом ЕС и НАТО  решают их члены  а не Путин.",1,1,0,0,0,0
rus_3f2e41bc6368d4590e0ef5401dd57873,Крошечный вирус вмиг сорвал маску цивилизованности с европейцев и оказалось что их идеология вовсе не ДЕМОКРАТИЯ.Не СВОБОДА РАВЕНСТВО и БРАТСТВО а беспредельный ЭГОИЗМ РАСИЗМ и ПОТРЕБЛЯДСТВО. Красная Шапочка оказалась злым волком!Куда теперь податься нашим либералам?Сожрет ведь!,1,1,0,0,0,0
rus_3f344a63677dc2769504a3bd84591705,Очевидно  в Италии. Демократия не скрывает статистику. Не врет  понятнее? Власть не отделена от народа  и врать самим себе нет смысла.,1,1,0,0,0,0
rus_3f51d0e9aa1666a84a53dadfac288c5e,а сектанты из южной кореи были туристами? а зараженные в иране  начавшие лизать и целовать святыни  чтобы показать  что вера сильнее вируса? кто угодно может путешествовать или общаться с путешественниками.,1,0,0,1,0,0
rus_3f62b653a4c37c8e2b9e2d528f908352,карантин карантином  а геи по расписанию,0,0,0,0,0,0
rus_3f6fa602e24b09478b9454eb2892d163,Мэр Москвы Сергей Собянин подписал постановление о выплатах донорам крови с антителами на COVID-19  за каждые 150 мл плазмы будут платить по 1250 рублей  за 600 мл — 5 тысяч рублей,0,0,0,0,0,0
rus_3f8c995498332b67a789fa099a330e06,"‼️🚨Обыски у главы «Ермак Медиа»!

Директора уральского медиа-проекта Николая Ермакова проверяют по делу блогера Евгения Анисимова («Прекрасная Россия»). 

Анисимова обвиняют в экстремизме и оскорблениях силовиков! 

#Цензура #Репрессии #СвободаСлова",0,0,0,0,0,0
rus_3f92262b7f177c3509f2e9430c8cbe6b,Почему азиаты едят вот всю эту «экзотику»: яйца балют  летучих мышей  змей  яйца козлов? Вроде как для повышения либидо. Но по-моему у них с этим как раз проблем и нет! Я из-за ебучего вируса застрял в пизде мира и токсичность моя не знает границ!,0,0,0,0,0,0
rus_3f9f190ee83c2923d06c6e9525860e07,@USER Потенциальная жертва СМИ под статистику коронавируса.,0,0,0,0,0,0
rus_3fb8f6500832176abe905158d5f9196f,ВОЗ призвала людей играть в компьютерные игры во время пандемии  поэтому работаем x10 к обычному режиму вот уже третью неделю Если сами не играете  то не мешайте  пожалуйста  другим расслабляться понятным и удобным им способом. Ну а мы ивентов и развлекалова наварим!,0,0,0,0,0,0
rus_3fc322d4353b18c5e4f7b1e71305a50d,@USER Какие укропы мерзопакасные. Подруге соболезнования.,1,1,1,0,0,0
rus_3fc6dcb5344c32e437cc7e8ee9a67b20,"Казахи строили что-ли?
Ну ок ябы мог жить в Красногорске  дальше что?
Красногорск тоже маленький. Или вообще в Можайске. А то и в какомнить американском зажопинске осталсябы",0,0,0,0,0,0
rus_3fdb36f349683afca8fad77b40a903bb,Чужаки то ладно. Лишбы свои не мотались куда не надо. Три стороны вода и четвертая тайга  плюс распутица  Амур лёд двигать готовится. Будем оторваны от района. Вертушка и подушка экстренно. Думаю прорвёмся. В хбр 10чел в короне в районе ноль.)),0,0,0,0,0,0
rus_3ffc2c8cee0c847cd52056719db403dc,"Должен вам признаться  когда я был молод я был геймером 🫢

Если думаете что это плохо вы не жили на моем районе) 
Люди с которыми знаком был: двое умерили от передоза  один сел  трое толкают шмаль и гашиш  двое близких умерли от паленого бухла. ну и тд 🤷‍♂️

Теперь я дед понимающий молодежь😎",0,0,0,0,0,0
rus_40238a103b93439202d463c0630b987d,"Новая подборка фейков о коронавирусе от Генпрокуратуры РФ: Пермское СМИ сообщило об увольнении ""тысяч сотрудников""одного из предприятий люди якобы ""остались без крыши над головой и без денег""-ложь  Во ""ВКонтакте""пользователь рассказал о ""десятках зараженных"" в Бурятии-ложь",0,0,0,0,0,0
rus_404f5f2493eecbbcc2354cb4c0a50bc4,Спроси. Странно с твоей стороны подвергать сомнению слова женщины  которая буквально плачет из-за того  что человек устроил скандал  поднял руку  а она из-за карантина не может толком свалить. Ночью. С детьми.,0,0,0,0,0,0
rus_4051f28915ef2bcd84f60f3e9c64fa85,А может  лучше по старым скифским традициям курган над бункером насыпать? Высокий-превысокий? И деду спокойнее - вирус точно не проберётся  и адекватным людям нашей Планеты - сплошные ништяки от этого. Да и скрепно это опять-таки. Исконно.,0,0,0,0,0,0
rus_407ce1483e340138fd25181f0cddc2ec,тут эффект первого мира  классический расизм  кстати! если бы все это происходило в Заире и Нигерии новость о вирусе не попала бы в топ 100) зуб даю,0,0,0,0,0,0
rus_4089bfc5199cc53200b592bdb4193ab2,интересно  а вот эта секта свидетелей медицинских масок  предохраняются они тоже бумажными салфетками  думая  что те вич и гепатит не пропускают?,0,0,0,0,0,0
rus_4089ee557cae6360ade7c089d16cce33,11. Отсутствие национального консенсуса о сталинском периоде оставляет репрессии в зоне молчания или споров  а не осуждения.,0,0,0,0,0,0
rus_408b6d73bb65c2ab009956072decfa16,Хочет сделать реалити шоу чтобы в нем мигранты или беженцы соревновались за право остаться в сша. Ёмаё  ну и не повезло же сшариканцам с правительством,1,1,0,0,0,1
rus_409dcd2602c6415570fdba088c640b90,а  ну да. в Яндексе этоже все кремлевская пропаганда.,1,1,0,0,0,0
rus_40a40652576d0e72d20eed0d43c68db2,"По всій території треба закривати.ось Одеса​​ На заседании городского штаба по борьбе с COVID-19 представитель Московского патриархата назвал ""провокаторами"" людей  которые постят фотографии скопления людей у храмов МП.",0,0,0,0,0,0
rus_40c05db7e0e1da871650f7193b11827e,«Санкции не повлияли»: молодой возлюбленный Бабкиной раскрыл детали о новом бизнесе,0,0,0,0,0,0
rus_40d14218c7de63862fa686e7d3d5c221,Европейцы имеют шанс заразиться в 5 раз меньше  чем азиаты  а женщины в 1.5 раза меньше  чем мужчины. О возрасте говорить не будем. :) Итого:у Вас в 7.5 раз вероятность меньше. :) Я пока Грецию в июне не отменяю  и Тайланд в апреле-мае - планирую. Если не будет гос. карантинов.,0,0,0,0,0,0
rus_40ebe89d8b2e12c9b6fae4f81847a2e7,Хороших выходных! Полицейские Кузбасса рекомендуют нашим подписчикам соблюдать режим #самоизоляции. Мы остаемся на службе ради вас! И Вы #Оставайтесьдома и проводите время в кругу любимых и близких #МВД #Кузбасс #COVID2019 #Полиция #Карантин #Coronavirus,0,0,0,0,0,0
rus_40faae460ac0232c313ca326f05e2ef1,Сижу в полицейском участке (прописку надо сделать) Тут женщины обнимаются  целуются в щеки и т.д. и т.п. Не могу понять  им похуй на вирус? Одни люди ходят в масках  юзают антисептики  а другие едва не облизывают друг друга ‍ Извиняюсь за токсичность  но именно из-за таких +,0,0,0,0,0,0
rus_40ff4eeca7b3f8ef81e5bb9831a71189,"Недавно вообще какой-то чинуша сказал  что на Яндекс музыке слишком много иностранной музыки  а это типо пропаганда. И говорит мол нужно оттуда это удалить и оставить чисто русские контент.

Чел  потеряйся в своей гомосексуальной норе и молчи",1,0,0,0,1,0
rus_410be211ac8d19fb7cc365ca12eddcba,"Хохлы есть в любой нации.
Они проявляются при спецоперации.",1,1,1,0,0,0
rus_41173be2075db6146e1863b9ff7e7fe3,@USER Вася  они не мусульмане  им свиной жир пофиг.,0,0,0,0,0,0
rus_4119ca812155fda244d262f5db66b706,Уважаемые жители ЗАТО Александровск! В связи с дополнительными мерами профилактики распространения коронавируса администрация ЗАТО Александровск  в том числе отдел ЗАГС  переходит на дистанционный режим работы с населением.,0,0,0,0,0,0
rus_4142725952c3cc1e4401dfeab2bde6d0,Есди бы короновируса не было его следовало бы придумать.Сразу много проблем решается.Ну на вскидку:в Китае протесты сошли на нет в Париже жёлтые жилеты не буянят.Ну и мигранты.Где эти замечательные ребята? #COVID19,0,0,0,0,0,0
rus_414b7d8fa2d0bf766e386a4add288330,апогей карантина настанет тогда  когда я разберу все в шкафу и полке в столе,0,0,0,0,0,0
rus_4159b1a19b0db1f162af71b98868e078,@USER @USER турки идут нахуй  пока не передадут бесплатно 100 байрактаров,1,1,1,0,0,0
rus_41623d427a06692a59a5994173c1732e,король вирусов Московию не пугает. собираются московитяне вечно жить. территории чужие их привлекают. под шумок их можно захватить. король вирусов поможет под прикрытием ракет чужую нефть добывать  без труда теперь Московия может лишь ОРДЛовцев к себе допускать.,1,1,1,0,0,0
rus_4169ceadda31696e2118e85d60752580,самогон гнать в плохие времена будут и пироги печь))) сегодня в парикмахерской женщины обсуждали  чем уже закупились к карантину: сахар  мука  гречка. Наборчик странный,0,0,0,0,0,0
rus_417e2a8dd05dff4f1ebbeb0311ef34dc,почему существуют бисексуалки/лесьиянки (опять радфем только видел)  которые против квиров типо блять ты буквально являешься квиром втф,1,0,0,0,1,0
rus_4190b181c58eee6ec363b81bbc6650f9,Пусть все сдохнут.Верующие в бред должны обнулиться.,1,0,0,1,0,0
rus_41b969d51aac95aaa7334c6a8e70bcb3,За такой гонорар только мигранты согласятся. А что им остаётся?,0,0,0,0,0,0
rus_41baaa5c6c5ec3207d06947bf09fd18b,@USER @USER @USER хохлы убивают не всех пленных  но многих могут убить  поэтому плен в гражданской войне это ад,1,1,0,0,0,0
rus_41ca41f990e67b93ddd75abe96d33ed2,"А восхищаться существующим в России по сей день ""Тимуровским Движением"" религия не позволяет  дура русофобская ? Причем независимо от наличия внешних угроз  эпидемий и прочего - просто потому что Гайдара-дедушку внимательно читали и не стали Квакиными  как вы с Алешей.",1,1,0,0,0,0
rus_41ca9a9bd02c5b7a6eff5d6a20f031e0,А против конкретно его я точно ничего не имею. Я принадлежу к ЛГБТ и просто здраво оцениваю положение в обществе. Именно геев считают грязными разносчиками инфекций вроде ВИЧ  что поддерживает стереотипы и отпугивает людей  которые должны сделать анализ.,1,0,0,0,1,0
rus_41caa4ddbe677927a140fb41a85db9da,В Китае начали вливать  что все случае заражения сейчас от иностранцев  и начались проявления расизма. В метро кто-то отсаживается на двух больших рынках (Шарик и Хуймей )иностранцев не пускают  сказали указание правительства .Вчера девочкам не продали билет жд в другую провинцию,1,0,1,0,0,0
rus_41d2a72657c8423caf09db9d662bec7e,"Где вы видите Толуку против Нью -Йорка? | Сегодняшний кубок лиг 2025

Последняя дата групповая фаза принадлежащий Кубок лиг 2025  Где Толука Вы будете искать свой билет в четвертьфинал  когда перед Нью -Йорк в День 3 На стадионе Янки. Скарлетс нуждается в победе  чтобы иметь возможность стремиться…",0,0,0,0,0,0
rus_41d68eabdc81c14a09caff1e1955adf4,В непростое для страны время оппозиционеры  несмотря на разногласия с властью  стали на борьбу с пандемией. Сотрудники ФБК на пожертвования закупили оборудование и шьют маски  Навальный и Соболь призывают помогать пенсионерам с покупками продуктов и лекарств. Нет  фигня какая-то.,0,0,0,0,0,0
rus_41d81343b9a60d3cd75545430c9c0e03,А почему религия не помогает от вирусов?,0,0,0,0,0,0
rus_4214aafb8cd047507c3fda5b4e299b8f,Кому она что раздала? Где видео от самой твари   что у неё в этих коробках? Где гарантия  что она не нкашляла на маски  если они там   ДОПУСТИМ  есть? Её мамаша и она сама должна быть в каратине  но нет  ей надо бегать по городу и разносить заразу..,0,0,0,0,0,0
rus_429227743378384f6a2664b461f1f878,ну скажите уже  что топите за феминизм только чтобы ебаться до свадьбы,1,0,0,0,1,0
rus_42a5e496336eeee8d635d5792d85f0cb,@USER эх золотая молодежь она такая,0,0,0,0,0,0
rus_42a95eb339db908a55a94843ff8246cf,@USER Кхъ  говно сраное  никакой смысловой нагрузки  сплошная пропаганда тупая  + теперь и религиозная ..,1,0,0,1,0,0
rus_42c0e0d1ae78f1692e4131cb497b3154,"Мужчина  если к 35 годам ничего не добился — ничего страшного. Можно записаться в качалку  выучить JavaScript  выбиться в люди и завести семью. Если женщина просрала свою жизнь к 35  то радикально что-то поменять почти невозможно. Наверное  поэтому иудеи в своих молитвах говорят: ""Благословен Господь за то  что не создал меня женщиной.""",1,0,0,1,1,0
rus_42c4c17953806f01d7dad808825a91f8,всё как-то просто наложилось одно на другое. понимание  что я не смогу никуда уйти даже после карантина. политика. нервы. гомофобия. лук и чеснок  расставленные на каждом углу квартиры.,1,1,0,0,1,0
rus_42d0bf09029d5adaa1293916149ca3ef,"🇺🇦 Зеленский заявил  что прилетит в Стамбул даже без перемирия.

Теперь ход за Кремлём: Путин  Мишустин или Лавров?
Любой ниже — признание: переговоры неинтересны.

Пока пропаганда восторгалась «мудростью Путина»  ему вернули мяч — и сделали игру открытой.

Алаверды!

#Зеленский #Путин",0,0,0,0,0,0
rus_42d5a3de390fcdd4ae8a3f04e4ca5a46,окей я допрошла сюжетку и ГОСПДИ как же азиаты любят заставлять детей страдать,1,0,1,0,0,0
rus_42f34f0a4182157061f786537ce5b9aa,@USER А что случилось? Родители под санкции попали и недвижку арестовали?,0,0,0,0,0,0
rus_42fa2b59e3afc7f248b0e396892a60b7,а кто привел нацистов к власти? Коммунисты что ли?,0,0,0,0,0,0
rus_432ebfc42b958f70516b449fac556b92,прикольно ходить в небольшой зал своей компанией  а так да  полностью согласен с тобой. толкатели прикормки  охотницы на мужиков  всякие сектанты от йоги  сыроеды...,0,0,0,0,0,0
rus_434164f9dcd2c857e1b15508309b919e,Разные часовые пояса - это отговорка для мальчиков  а нам нужны мужчины!,0,0,0,0,0,0
rus_4342ef6787185685308e238ffaa099f3,в одном нашем супермаркете ввели такие правила на время карантина: - не больше 50 человек в здании - соблюдение дистанции - масочный режим - продукты трогать только в одноразовых перчатках у входа поставили корзину с одноразовыми перчатками однако всем похуй  они ходят и трогают,0,0,0,0,0,0
rus_43437b87a5cb5e7181e2ce34f5e66530,"Обвиняющие людей в поездках за границу  начавшихся до объявления пандемии ВОЗ - те же самые  что в случае пожара винят владельца имущества  что ""не усмотрел""! Секта мастеров подкладывания соломы себе всюду  начиная с головы.",0,0,0,0,0,0
rus_434ca17793f12f487bdecd73eaea2edf,Сегодня узнала про шкалу Кински. Прошла. Это тест на ориентацию. Оказалось  что я бисексуальна. Прочла  что все женщины такие. Отлегло,0,0,0,0,0,0
rus_434e2d24438f1a45c91d662edfcdf03a,@USER вы должны дать нам низкую цену турки ваши друзья,0,0,0,0,0,0
rus_43c010f13fe16dbbe39d826f7738caa5,"Пропаганда Кремля просто повизгивает  мол  как их нанолидер ""потроллил США""  продав им ИВЛ компании  находящейся под санкциями. США на это плевать. А вот что эти дятлы сами будут без ИВЛ делать — непонятно. ""Мы  идущие на смерть  приветствуем тебя"" (с)",1,1,0,0,0,0
rus_43c32fb89cc737876313f377cd85977c,Пишет сестра из Чехии: - вы похоже самая здоровая нация   у всех эпидемия   а у вас нет . Ну что тут скажешь . Сказала : - так у нас самая передовая медицина в отличии от вас . У нас только ОРВИ .,0,0,0,0,0,0
rus_43c580d1e934e76d7a08420214332c40,@USER Не прошло и полгода евреи зашевелились  ну разумеется только когда дело коснулось их денег.,1,0,1,0,0,0
rus_43caeef4327a7720ca08060e3ba2e9aa,"Это поддельная клятва  составленная историками в сговоре с врачами. В настоящем гиппопотаме всё как положено: и бесплатно  и в режиме 24/7  и в обстановке всеобщего инфекционного заражения  и бахилы  и госпитализация по желанию клиента - ""вот это вот всё"".",1,0,0,0,0,1
rus_43d21212ec02b8ca959564511b06897c,Да ладно  на ускоренном режиме чем не ла лига ещё Шкуркина очередного присмотрим  это же наш ценовой уровень  после короны может и этого не сможем себе позволить,0,0,0,0,0,0
rus_43fdef17fac336dc3242db2481fc98c8,Обещанное Министром здравоохранения Лицманом к Песаху спасение от вируса не пришло. Видимо теперь евреи уповают на Пасху. По крайней мере яиц нет - раскупили и по всему видать красят. В израильских СМИ появляются рецепты приготовления кулечей из мацовой муки,0,0,0,0,0,0
rus_44111834daab89142f74f5d0da57f439,В Сочи открыта многоканальная линия по режиму карантина По распоряжению главы города Алексея Копайгородского с 3 апреля на курорте работает дополнительная многоканальная телефонная линия. Информацию по соблюдению карантинного режима жители могут узнать по телефону: +78622660613,0,0,0,0,0,0
rus_4425770596237c1b957199a62050e255,Все эти санкции они против людей  а не власти.,0,0,0,0,0,0
rus_44340c38cb53923bd751aab1685cf255,Почему в этой игре с вирусом такой скучный геймплей? Нет чтоб идешь по улице и тут паум  звуки саспенса и надпись YOU DODGED,0,0,0,0,0,0
rus_44382ad2421e911af337e17485e90ac0,Жить отдельно от родителей после 17 - это вообще заебумба. Шла неделя карантина  а я уже готова пожалеть папу и думать о том  что какие же многие женщины токсичные  гуглить какой-нибудь бла бла кар  чтобы поскорее унести свою жопу да хоть в заражённый Киев  лезть на стену. Help!,0,0,0,0,0,0
rus_445458ddb0a9ad4e66906b118e1971a7,Он он. Я так и не поняла  что с ним молодежь делает  кажись играет с ним в ролевые игры,0,0,0,0,0,0
rus_446c507af4619bfb051a075ff29909cf,@USER @USER А причём здесь турки? Не думаю что они против,0,0,0,0,0,0
rus_446ed82f826aa82aabb3ca9745ce8ae9,Израильский учёный Харари: пройдёт не менее 90 лет  чем мы евреи сделаем вывод из этой пандемии коронавируса в стране. Ой вэй. Почему не рвут волосы на Эхе и Дожде,0,0,0,0,0,0
rus_447bd7ba9fb1331c06b6c6ba21d105f4,ну раз азиаты то мы с тобой умереть вместе от вируса,0,0,0,0,0,0
rus_447ea3b8529be1dc78fce29cc0699db3,@USER @USER @USER Как оказалось нет. Казахи всегда сказали количество детей меньше.,0,0,0,0,0,0
rus_4482aab77b32291459106730fb1976f9,Онищенко рассказал о Короновирусе в Краснодаре. Занесли болячку недотерористы с90х  выпавшие с гнезда  под весом короны. Эпидемия может захватить все автосалоны СССР. Предписал закрыть на Карантин на 6 месяцев  все автосалоны. Краснодара и Адыгеи.,0,0,0,0,0,0
rus_44c07d26a4c8421615779107b58a3b78,@USER Скоро все пидарасы хохлы еврейские  будут в клетках,1,0,1,0,0,0
rus_44c21c97f04bd41dd8cd3275e6decceb,Знаете  оказывается этот псевдокарантин для избранных  т.к. большое количество людей все так же ходит на работу. Собственно  перчатки и маски нам так и не выдают (с 173) и на удаленке сейчас те  кто недавно вернулся из заграничной поездки и (внимание!) некоторые женщины.,0,0,0,0,0,0
rus_44d3704375ec555d413c46327ca6275b,@USER Надеюсь турки депортируют этих свинособак обратно в Мордор.,1,0,1,0,0,0
rus_44fb4c46ff8d2eea960b99b205754655,На жума намазе имам большой мечети  что по Жибек Жолу несколько раз повторял  что они будут выполнять предписание минздрава в случае карантина  просил людей мыть руки чаще  да и вообще соблюдать правила гигиены. Так что зря вы исламофобничаете),0,0,0,0,0,0
rus_44ff65b6b93be0d0943519282a709a3a,@USER Нету там полной аннигиляции. Буддисты карму чтут.,0,0,0,0,0,0
rus_4546d7fbd3a78b5e04800f06bf60b7df,шел энный день карантина: #лгбт #тнрс,0,0,0,0,0,0
rus_45522964364d87dceeffc3acb3bb979f,Отличное время для шовинизма #COVID #Covid_19 #Коронавирус,0,0,0,0,0,0
rus_459763c22f37ca8a034d1c2addec1ffb,да мы всё же люди и никого не умилит если мы будет как бомжи на вокзале,0,0,0,0,0,0
rus_45b9135b058e0b618ed7be8cf0486de1,Тот момент  когда попы признали необходимость всеобщего карантина. Так  глядишь  разум и к атеизму приведёт,1,0,0,1,0,0
rus_462b90770272148e245ecd63c64054fa,@USER @USER Казахи могут кинуть как пить дать... Наслышан про истории от таможенных брокеров...,1,0,1,0,0,0
rus_46528d37f25ea5313ed88f42e8368994,"я: я приятельствую с интеллектуальной элитой нашей группы 🤫

интеллектуальная элита группы:
чел который умеет учить  но тупит постоянно 
чел  который делает вид что он самый умный (и этот мем про куколда)  при этом нихуя не знает + при взаимодействии с людьми умирает от страха
чел которому сорок",0,0,0,0,0,0
rus_4665c02a42f9a664e741b116a58ce6cd,@USER @USER Геноцид против собственного народа. Хохлы-нацисты - уроды.,1,1,1,0,0,0
rus_466d453ca6592486fe9451a0a3f43acd,Теперь мы узнали  что дед  работающий под мачо  боится не только людей  но и вирусов. Интересно  где он прячется? Его выступления похожи на фейковые постановки,0,0,0,0,0,0
rus_46893eddfb72d40ad4ccccb42f058ac8,адм. бля хотел у ирины спросить  какое у него отчество  но понял  что не все люди казахи ,0,0,0,0,0,0
rus_46ca41dd6ceba067728f7481a27ea34e,рассылки МЧС по стране: в целях обеспечения санитарно-эпидемиологического благополучия необходимо соблюдать режим самоизоляции. рассылки МЧС по брянской области: я блядь для тупых повторяю на кладбище НЕЛЬЗЯ. кладбище ЗАКРЫТО для посещений. только деда закопать и по домам шустро,0,0,0,0,0,0
rus_46cd0cb0ec48822419565fb5f4e2dcc0,"1/3)Китайский вирус в Россию ЗАВЕЗЛИ наши соотечественники  по загодя приобретённым туристическим путёвкам ""отдохнувшие"" на традиционных курортах  не мигранты пресловутые  а НАШИ ГРАЖДАНЕ России  рванувшие за впечатлениями вопреки эпидемиям в пунктах ""назначения"". Кто виноват?..",1,0,1,0,0,0
rus_46d0c434bf8bcd5e93d8ba22cf8c1cd6,"@USER Ну эти  как их  сектанты ""православные христиане""  скрепники  традиционноценностники и всякие остальные ""патриоты""...",1,1,0,1,1,0
rus_46e03bdeb6e5c4ef52a5b58d258d2302,Вообще-то нет. Чухонцы - финно-угры  а кавказцы и азиаты - тюрки. Ничего общего.,0,0,0,0,0,0
rus_46eeccf41286af3b4f58ff8a70463186,Какбы НСДАП троже когдато выставляли себя как невинной жертвой мирового капитала на которых свалили все грехи 1й мировой. Они потом взяли эти грехи и поставили на массовое производство смерти евреев. Некоторое время спустя Евреи ТОЖЕ стали такимиже нациками. (Самое огромное количество детских трупов,1,1,1,0,0,0
rus_46f842400cc6ff5acc273817d49a876b,Наоборот  в целом всё гораздо лучше  чем на материке  но новые случаи продолжают появляться. И сегодня  выйдя в магазин  мы поняли почему. Многие местные  и ещё чаще мигранты с ближнего востока  вообще не парятся и забивают на все меры профилактики.,0,0,0,0,0,0
rus_4702e3ca1236b3623c789299843cbc6d,Повторяю- Совок как раз капитулировал. Беловежские соглашения это и была капитуляция. и потом совок не вел себя как ебаные обиженки а пытался встроится в новую систему и пвтался решить кучу проблем которые возникли после.,0,0,0,0,0,0
rus_470c72063d1daf93109a2dda20c4173a,@USER Именно. Увы  пропаганда полностью промыла людям мозги и они фактически представляют сейчас говорящий зомбоящик.,1,1,0,0,0,0
rus_47305e528c851faa32f3f0278aac52ff,#LentaKTK - Сколько казахстанцев было арестовано за нарушение режима ЧП  рассказал Абаев #коронавирус #coronavirus #карантин #пандемия #инфекция #короновирусвКазахстане #Абаев #задержание #министр,0,0,0,0,0,0
rus_473b7b05ec92b16fb0dd4d589d489030,азиаты зажрались и китайцы решили голодным русским скормить что-то ( мы схавапм все),1,0,1,0,0,0
rus_475227f412d7d20c34bad685d5231550,Секс в большом городе  но дома Убить Билла  но дома Убей своих любимых  но дома Во все тяжкие  но дома Остаться в живых  но дома (черт  это описание карантина) Маленькие женщины  но дома Как избежать наказание за убийсво  но дома Половое воспитание  но дома Оч стран дела  но дома,0,0,0,0,0,0
rus_47653920424fc74d4fa3c5e74d8991a6,В плане я помню что я говорила что у него какие-то цисгетеро нормисные вайбы А ОТКУДА?? ИХ НЕТ??? Он просто масик который идут туда где за ухом чешут,0,0,0,0,0,0
rus_4782885e4f44b79c3b5f1656b05c5c77,кто такой карантин и почему из-за него мы должны сидеть дома?? ДЕВОЧКИ МЫ НИКОМУ НИЧЕГО НЕ ДОЛЖНЫ НЕ СЛУШАЙТЕ ЭТОГО УГНЕТАТЕЛЯ #феминизм,0,0,0,0,0,0
rus_47831f5b613d60819df3b314edaae470,"наличие одного вида насилия мешает защищать жертв другого? может вы хоть раз не будете лезть со своим ""мужчины тоже"" и поможете обратить внимание на ярко-выраженную проблему? так  для разнообразия  в честь карантина и пиздеца из-за него. в фонд благотворительный задонатите не?",0,0,0,0,0,0
